Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Shipping Type,Add-on Total,Total Transaction
1887,72,Female,Yes,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,Standard,8.82,29.57
1888,66,Female,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,Standard,83.6,1665.98
1888,66,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,Express,42.85,229.6
1889,40,Female,Yes,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,Standard,0.0,247.03
1889,40,Female,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,Standard,79.17,2549.4700000000003
1889,40,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,2373.57,791.19,3,Express,0.0,2373.57
1890,36,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,62.25,20.75,3,Express,0.0,62.25
1890,36,Male,No,Smartphone,SKU1001,5,Completed,Cash,83.0,20.75,4,Express,42.77,125.77000000000001
1890,36,Male,No,Smartphone,SKU1004,2,Completed,PayPal,791.19,791.19,1,Overnight,76.8,867.99
1890,36,Male,No,Smartphone,SKU1001,5,Cancelled,Debit Card,20.75,20.75,1,Standard,72.95,93.7
1891,32,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,Express,58.16,7178.87
1892,34,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,Overnight,41.6,83.1
1892,34,Female,No,Smartphone,SKU1001,5,Cancelled,PayPal,145.25,20.75,7,Express,0.0,145.25
1893,51,Female,No,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,Express,56.2,201.45
1894,21,Female,No,Laptop,SKU1005,3,Completed,PayPal,4639.6,463.96,10,Express,33.6,4673.200000000001
1899,66,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,83.0,20.75,4,Standard,100.77,183.76999999999998
1900,24,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,83.0,20.75,4,Standard,49.48,132.48
1901,73,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,Express,0.0,4747.14
1901,73,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,6758.64,844.83,8,Overnight,0.0,6758.64
1903,44,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,Standard,84.07,1566.25
1903,44,Female,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,Overnight,72.93,1000.8499999999999
1904,67,Female,Yes,Smartphone,SKU1004,2,Cancelled,Debit Card,3164.76,791.19,4,Standard,24.42,3189.1800000000003
1904,67,Female,Yes,Laptop,SKU1005,3,Completed,Cash,927.92,463.96,2,Express,56.23,984.15
1905,78,Male,No,Smartwatch,SKU1003,3,Completed,Cash,4224.15,844.83,5,Express,93.04,4317.19
1907,18,Female,No,Smartphone,SKU1001,5,Completed,PayPal,83.0,20.75,4,Overnight,60.2,143.2
1907,18,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,7603.47,844.83,9,Express,32.25,7635.72
1907,18,Female,No,Smartphone,SKU1001,5,Cancelled,Debit Card,83.0,20.75,4,Express,0.0,83.0
1908,75,Male,No,Laptop,SKU1005,3,Completed,PayPal,3247.72,463.96,7,Overnight,0.0,3247.72
1909,29,Male,No,Laptop,SKU1005,3,Cancelled,Cash,1391.88,463.96,3,Express,54.21,1446.0900000000001
1910,51,Male,Yes,Laptop,SKU1005,3,Completed,Debit Card,1855.84,463.96,4,Overnight,0.0,1855.84
1911,46,Male,No,Laptop,SKU1005,3,Completed,PayPal,4175.64,463.96,9,Standard,94.47,4270.110000000001
1914,25,Male,Yes,Tablet,SKU1002,3,Completed,Cash,2470.3,247.03,10,Express,0.0,2470.3
1915,40,Female,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,Standard,20.7,1603.0800000000002
1915,40,Female,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,Overnight,0.0,186.75
1916,73,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,Standard,57.26,4281.41
1916,73,Male,No,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,Standard,67.21,108.71
1916,73,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,186.75,20.75,9,Standard,36.19,222.94
1916,73,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,Express,0.0,62.25
1917,21,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,Express,53.43,3432.75
1917,21,Male,No,Laptop,SKU1005,3,Completed,Cash,3247.72,463.96,7,Overnight,0.0,3247.72
1917,21,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,8448.3,844.83,10,Express,29.2,8477.5
1918,19,Male,No,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,Express,89.86,1481.74
1918,19,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,207.5,20.75,10,Standard,41.02,248.52
1921,23,Female,Yes,Laptop,SKU1005,3,Completed,Cash,2783.76,463.96,6,Express,0.0,2783.76
1921,23,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Cash,5913.81,844.83,7,Express,0.0,5913.81
1921,23,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,7911.9,791.19,10,Overnight,18.11,7930.009999999999
1922,35,Male,No,Smartphone,SKU1004,2,Completed,Cash,3164.76,791.19,4,Overnight,0.0,3164.76
1924,18,Male,No,Smartwatch,SKU1003,3,Cancelled,PayPal,7603.47,844.83,9,Standard,59.86,7663.33
1924,18,Male,No,Smartphone,SKU1001,5,Cancelled,PayPal,145.25,20.75,7,Overnight,47.49,192.74
1925,24,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,Overnight,80.37,4304.5199999999995
1925,24,Male,No,Laptop,SKU1005,3,Completed,Cash,3247.72,463.96,7,Express,76.99,3324.7099999999996
1927,48,Male,No,Smartphone,SKU1004,2,Cancelled,PayPal,7120.71,791.19,9,Overnight,0.0,7120.71
1928,29,Male,Yes,Smartphone,SKU1001,5,Cancelled,PayPal,62.25,20.75,3,Overnight,78.32,140.57
1929,41,Male,Yes,Smartwatch,SKU1003,3,Cancelled,PayPal,3379.32,844.83,4,Overnight,5.55,3384.8700000000003
1931,36,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3164.76,791.19,4,Overnight,71.3,3236.0600000000004
1934,61,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,Overnight,142.18,2118.42
1934,61,Female,Yes,Smartphone,SKU1004,2,Completed,Credit Card,3164.76,791.19,4,Standard,38.97,3203.73
1936,53,Female,No,Smartwatch,SKU1003,3,Completed,PayPal,8448.3,844.83,10,Overnight,0.0,8448.3
1936,53,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,2223.27,247.03,9,Overnight,48.49,2271.7599999999998
1936,53,Female,Yes,Smartphone,SKU1004,2,Completed,PayPal,6329.52,791.19,8,Overnight,117.03,6446.55
1937,34,Male,No,Smartphone,SKU1004,2,Cancelled,PayPal,2373.57,791.19,3,Standard,72.27,2445.84
1938,75,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,207.5,20.75,10,Standard,16.79,224.29
1938,75,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,2223.27,247.03,9,Standard,106.22,2329.49
1939,49,Male,No,Smartphone,SKU1004,2,Completed,PayPal,3955.95,791.19,5,Express,35.4,3991.35
1939,49,Male,No,Laptop,SKU1005,3,Completed,PayPal,1855.84,463.96,4,Overnight,0.0,1855.84
1939,49,Male,Yes,Smartphone,SKU1001,5,Cancelled,PayPal,20.75,20.75,1,Overnight,87.73,108.48
1941,53,Female,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,Overnight,20.98,515.04
1941,53,Female,No,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,Overnight,0.0,3247.72
1941,53,Female,No,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,Overnight,0.0,6758.64
1942,36,Male,Yes,Tablet,SKU1002,3,Completed,PayPal,1976.24,247.03,8,Express,80.78,2057.02
1943,56,Male,No,Smartphone,SKU1004,2,Completed,PayPal,3164.76,791.19,4,Express,67.23,3231.9900000000002
1944,68,Male,No,Smartphone,SKU1004,2,Completed,PayPal,791.19,791.19,1,Standard,101.26,892.45
1944,68,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,1235.15,247.03,5,Express,72.85,1308.0
1945,31,Male,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,Overnight,27.98,1610.3600000000001
1945,31,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,Express,42.95,887.7800000000001
1945,31,Male,No,Tablet,SKU1002,3,Cancelled,Cash,2223.27,247.03,9,Express,0.0,2223.27
1946,27,Male,No,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,Express,0.0,7120.71
1948,29,Male,No,Smartphone,SKU1001,5,Completed,PayPal,166.0,20.75,8,Standard,73.89,239.89
1948,29,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,5913.81,844.83,7,Standard,0.0,5913.81
1949,71,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,6758.64,844.83,8,Express,20.05,6778.6900000000005
1950,36,Female,No,Tablet,SKU1002,3,Cancelled,PayPal,1235.15,247.03,5,Express,43.58,1278.73
1951,37,Female,No,Smartwatch,SKU1003,3,Completed,PayPal,4224.15,844.83,5,Express,95.7,4319.849999999999
1956,62,Male,No,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,Express,73.56,5611.89
1957,77,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,145.25,20.75,7,Standard,36.22,181.47
1958,29,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,Express,0.0,6329.52
1962,50,Female,Yes,Tablet,SKU1002,3,Cancelled,PayPal,2470.3,247.03,10,Express,30.8,2501.1000000000004
1964,57,Male,Yes,Smartphone,SKU1004,2,Cancelled,PayPal,3164.76,791.19,4,Express,25.91,3190.67
1964,57,Male,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,5068.98,844.83,6,Overnight,15.25,5084.23
1965,28,Male,No,Tablet,SKU1002,3,Completed,Cash,1235.15,247.03,5,Standard,23.89,1259.0400000000002
1965,28,Male,No,Smartphone,SKU1001,5,Completed,PayPal,166.0,20.75,8,Express,66.2,232.2
1966,75,Female,Yes,Smartphone,SKU1004,2,Cancelled,Cash,3164.76,791.19,4,Overnight,86.2,3250.96
1966,75,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,103.75,20.75,5,Express,80.76,184.51
1967,29,Female,No,Smartphone,SKU1004,2,Completed,Cash,6329.52,791.19,8,Standard,89.28,6418.8
1968,25,Male,No,Smartphone,SKU1001,5,Completed,PayPal,145.25,20.75,7,Standard,50.39,195.64
1968,25,Male,No,Tablet,SKU1002,3,Cancelled,PayPal,247.03,247.03,1,Overnight,21.12,268.15
1970,59,Female,No,Smartphone,SKU1004,2,Completed,PayPal,3955.95,791.19,5,Standard,64.72,4020.6699999999996
1970,59,Female,Yes,Smartphone,SKU1004,2,Cancelled,PayPal,1582.38,791.19,2,Express,82.54,1664.92
1971,55,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,3955.95,791.19,5,Overnight,0.0,3955.95
1972,37,Female,Yes,Smartwatch,SKU1003,3,Cancelled,PayPal,7603.47,844.83,9,Overnight,108.74,7712.21
1974,30,Male,No,Smartphone,SKU1004,2,Completed,PayPal,7120.71,791.19,9,Standard,0.0,7120.71
1974,30,Male,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,Express,0.0,927.92
1975,72,Male,Yes,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,Standard,39.64,2413.21
1976,72,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,7603.47,844.83,9,Overnight,0.0,7603.47
1977,79,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,791.19,791.19,1,Express,43.61,834.8000000000001
1978,24,Female,Yes,Laptop,SKU1005,3,Cancelled,Debit Card,1855.84,463.96,4,Express,49.35,1905.1899999999998
1979,43,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,Express,35.34,880.1700000000001
1980,25,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,2783.76,463.96,6,Express,80.75,2864.51
1981,78,Female,No,Laptop,SKU1005,3,Completed,Cash,3247.72,463.96,7,Express,53.02,3300.74
1982,41,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,791.19,791.19,1,Overnight,66.1,857.2900000000001
1982,41,Female,No,Tablet,SKU1002,3,Completed,Cash,1235.15,247.03,5,Express,52.19,1287.3400000000001
1983,40,Female,No,Tablet,SKU1002,3,Completed,Cash,1729.21,247.03,7,Standard,87.7,1816.91
1985,39,Male,No,Smartphone,SKU1004,2,Completed,PayPal,7911.9,791.19,10,Express,32.05,7943.95
1985,39,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,Express,38.46,7159.17
1987,30,Female,No,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,Express,16.46,2390.03
1988,63,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,4639.6,463.96,10,Overnight,73.13,4712.7300000000005
1988,63,Female,Yes,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,Express,13.91,4761.05
1988,63,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,463.96,463.96,1,Standard,97.06,561.02
1989,69,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,Express,0.0,5538.33
1989,69,Female,No,Smartwatch,SKU1003,3,Completed,PayPal,844.83,844.83,1,Overnight,23.43,868.26
1991,57,Male,Yes,Smartwatch,SKU1003,3,Completed,PayPal,1689.66,844.83,2,Overnight,19.17,1708.8300000000002
1994,58,Female,No,Smartwatch,SKU1003,3,Completed,PayPal,7603.47,844.83,9,Overnight,33.66,7637.13
1995,33,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,2470.3,247.03,10,Standard,0.0,2470.3
1995,33,Female,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,Overnight,30.68,524.74
1995,33,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,1582.38,791.19,2,Overnight,109.37,1691.75
1996,49,Male,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,Express,48.24,172.74
1997,49,Male,No,Smartphone,SKU1004,2,Completed,PayPal,7120.71,791.19,9,Express,52.67,7173.38
1997,49,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,4175.64,463.96,9,Standard,17.56,4193.200000000001
1997,49,Male,Yes,Smartphone,SKU1001,5,Cancelled,PayPal,20.75,20.75,1,Overnight,0.0,20.75
1998,51,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,1582.38,791.19,2,Express,26.4,1608.7800000000002
1999,67,Female,Yes,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,Standard,63.27,804.36
1999,67,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,Express,73.02,259.77
1999,67,Female,No,Tablet,SKU1002,3,Cancelled,Cash,2223.27,247.03,9,Overnight,30.1,2253.37
2000,60,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,Standard,30.05,3409.3700000000003
2001,36,Male,No,Tablet,SKU1002,3,Cancelled,Cash,988.12,247.03,4,Overnight,0.0,988.12
2003,77,Male,No,Laptop,SKU1005,3,Completed,PayPal,2783.76,463.96,6,Express,38.4,2822.1600000000003
2003,77,Male,No,Laptop,SKU1005,3,Cancelled,Cash,1855.84,463.96,4,Standard,78.9,1934.74
2003,77,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,3379.32,844.83,4,Express,34.06,3413.38
2005,75,Male,No,Tablet,SKU1002,3,Completed,Debit Card,741.09,247.03,3,Overnight,7.41,748.5
2005,75,Male,No,Smartwatch,SKU1003,3,Cancelled,PayPal,8448.3,844.83,10,Standard,96.13,8544.429999999998
2007,28,Female,No,Laptop,SKU1005,3,Completed,PayPal,3711.68,463.96,8,Overnight,0.0,3711.68
2010,46,Female,No,Laptop,SKU1005,3,Completed,PayPal,3711.68,463.96,8,Standard,35.05,3746.73
2010,46,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,3379.32,844.83,4,Overnight,84.45,3463.77
2012,73,Female,No,Laptop,SKU1005,3,Cancelled,PayPal,1855.84,463.96,4,Express,42.31,1898.1499999999999
2012,73,Female,Yes,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,Standard,40.95,782.0400000000001
2013,56,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,7603.47,844.83,9,Overnight,49.13,7652.6
2013,56,Male,Yes,Laptop,SKU1005,3,Completed,PayPal,4175.64,463.96,9,Overnight,0.0,4175.64
2013,56,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,791.19,791.19,1,Overnight,33.94,825.1300000000001
2013,56,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,Express,75.66,4299.8099999999995
2014,37,Male,No,Smartphone,SKU1001,5,Cancelled,Debit Card,124.5,20.75,6,Express,45.3,169.8
2015,28,Male,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,Standard,54.59,4230.2300000000005
2017,32,Male,No,Tablet,SKU1002,3,Completed,Cash,2470.3,247.03,10,Overnight,0.0,2470.3
2017,32,Male,No,Tablet,SKU1002,3,Completed,Cash,2470.3,247.03,10,Express,44.45,2514.75
2018,63,Male,No,Smartphone,SKU1004,2,Completed,PayPal,2373.57,791.19,3,Standard,19.89,2393.46
2020,19,Female,Yes,Laptop,SKU1005,3,Completed,Cash,463.96,463.96,1,Express,44.97,508.92999999999995
2020,19,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,7603.47,844.83,9,Express,71.76,7675.2300000000005
2021,36,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,5068.98,844.83,6,Overnight,91.77,5160.75
2022,37,Male,No,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,Standard,10.37,6769.01
2022,37,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,5538.33,791.19,7,Express,29.44,5567.7699999999995
2025,67,Male,No,Laptop,SKU1005,3,Cancelled,Cash,3247.72,463.96,7,Express,88.28,3336.0
2025,67,Male,No,Tablet,SKU1002,3,Completed,PayPal,247.03,247.03,1,Overnight,26.29,273.32
2025,67,Male,Yes,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,Express,46.99,2420.56
2025,67,Male,Yes,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,Overnight,44.86,538.92
2026,32,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,166.0,20.75,8,Express,34.08,200.07999999999998
2027,52,Female,No,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,Express,45.95,2022.19
2027,52,Female,No,Laptop,SKU1005,3,Completed,Debit Card,1855.84,463.96,4,Express,77.02,1932.86
2029,63,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,4224.15,844.83,5,Overnight,34.65,4258.799999999999
2029,63,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,1582.38,791.19,2,Overnight,43.3,1625.68
2030,67,Male,No,Smartphone,SKU1001,5,Completed,PayPal,145.25,20.75,7,Standard,46.92,192.17000000000002
2030,67,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,207.5,20.75,10,Standard,76.33,283.83
2030,67,Male,No,Smartwatch,SKU1003,3,Cancelled,PayPal,3379.32,844.83,4,Overnight,24.26,3403.5800000000004
2030,67,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,7603.47,844.83,9,Express,33.43,7636.900000000001
2030,67,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,1482.18,247.03,6,Overnight,45.05,1527.23
2031,36,Male,Yes,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,Overnight,0.0,247.03
2033,32,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,Express,65.44,6394.96
2035,20,Male,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,1689.66,844.83,2,Standard,44.55,1734.21
2035,20,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,1582.38,791.19,2,Standard,74.97,1657.3500000000001
2036,57,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,2534.49,844.83,3,Express,66.55,2601.04
2036,57,Female,Yes,Laptop,SKU1005,3,Completed,Cash,927.92,463.96,2,Standard,62.95,990.87
2036,57,Female,Yes,Smartphone,SKU1004,2,Cancelled,Credit Card,4747.14,791.19,6,Express,82.07,4829.21
2037,37,Male,No,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,Express,0.0,1976.24
2037,37,Male,Yes,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,Standard,34.18,1616.5600000000002
2037,37,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,791.19,791.19,1,Overnight,16.96,808.1500000000001
2039,78,Female,No,Smartwatch,SKU1003,3,Completed,PayPal,7603.47,844.83,9,Express,114.88,7718.35
2039,78,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,Overnight,21.24,6350.76
2041,49,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,Overnight,0.0,3379.32
2042,60,Female,Yes,Laptop,SKU1005,3,Cancelled,PayPal,1391.88,463.96,3,Standard,62.89,1454.7700000000002
2042,60,Female,No,Tablet,SKU1002,3,Cancelled,Cash,1235.15,247.03,5,Express,0.0,1235.15
2042,60,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,62.25,20.75,3,Standard,50.41,112.66
2047,23,Female,No,Laptop,SKU1005,3,Completed,PayPal,2783.76,463.96,6,Standard,68.01,2851.7700000000004
2048,24,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,4639.6,463.96,10,Express,12.78,4652.38
2050,46,Female,No,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,Express,61.87,5130.849999999999
2052,46,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,20.75,20.75,1,Express,130.88,151.63
2053,65,Male,Yes,Smartphone,SKU1004,2,Cancelled,Cash,7911.9,791.19,10,Overnight,55.98,7967.879999999999
2053,65,Male,No,Laptop,SKU1005,3,Cancelled,Cash,1855.84,463.96,4,Standard,79.22,1935.06
2054,56,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,Standard,69.38,4293.53
2055,40,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,7603.47,844.83,9,Overnight,60.65,7664.12
2055,40,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,4639.6,463.96,10,Express,47.21,4686.81
2056,25,Female,No,Smartphone,SKU1001,5,Cancelled,PayPal,103.75,20.75,5,Overnight,88.0,191.75
2058,49,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,2223.27,247.03,9,Standard,28.05,2251.32
2059,67,Female,Yes,Smartphone,SKU1001,5,Cancelled,PayPal,207.5,20.75,10,Express,0.0,207.5
2060,55,Male,No,Tablet,SKU1002,3,Cancelled,Cash,988.12,247.03,4,Standard,7.08,995.2
2060,55,Male,Yes,Laptop,SKU1005,3,Completed,Debit Card,2783.76,463.96,6,Express,58.49,2842.25
2061,53,Male,No,Laptop,SKU1005,3,Completed,Credit Card,3711.68,463.96,8,Express,48.04,3759.72
2063,75,Female,No,Smartphone,SKU1004,2,Completed,PayPal,2373.57,791.19,3,Express,54.23,2427.8
2065,56,Female,Yes,Smartphone,SKU1001,5,Completed,PayPal,62.25,20.75,3,Express,0.0,62.25
2065,56,Female,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,41.5,20.75,2,Overnight,102.99,144.49
2069,30,Female,No,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,Express,55.81,1447.69
2070,78,Male,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,5068.98,844.83,6,Overnight,19.12,5088.099999999999
2070,78,Male,No,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,Standard,75.58,3323.2999999999997
2071,56,Male,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,Express,79.71,100.46
2071,56,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,5068.98,844.83,6,Overnight,24.65,5093.629999999999
2072,45,Male,No,Smartphone,SKU1001,5,Completed,Cash,83.0,20.75,4,Express,10.9,93.9
2072,45,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,7603.47,844.83,9,Express,81.45,7684.92
2073,31,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,Express,62.2,6391.72
2074,47,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,Overnight,0.0,5913.81
2074,47,Female,Yes,Tablet,SKU1002,3,Cancelled,Credit Card,1235.15,247.03,5,Express,96.95,1332.1000000000001
2074,47,Female,No,Tablet,SKU1002,3,Completed,PayPal,1976.24,247.03,8,Express,117.76,2094.0
2074,47,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,Overnight,64.9,8513.199999999999
2075,56,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,Overnight,112.63,7233.34
2076,69,Female,Yes,Tablet,SKU1002,3,Cancelled,Debit Card,1976.24,247.03,8,Standard,33.49,2009.73
2077,29,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,7911.9,791.19,10,Overnight,32.36,7944.259999999999
2077,29,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,2319.8,463.96,5,Express,93.56,2413.36
2077,29,Male,Yes,Laptop,SKU1005,3,Cancelled,Debit Card,2319.8,463.96,5,Overnight,77.05,2396.8500000000004
2078,40,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,2534.49,844.83,3,Overnight,0.0,2534.49
2078,40,Male,Yes,Laptop,SKU1005,3,Completed,Cash,2319.8,463.96,5,Express,109.45,2429.25
2080,80,Male,No,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,Standard,7.13,7127.84
2081,79,Female,No,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,Overnight,53.28,5967.09
2082,19,Male,Yes,Smartphone,SKU1001,5,Completed,Credit Card,145.25,20.75,7,Express,0.0,145.25
2086,67,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,791.19,791.19,1,Standard,0.0,791.19
2087,61,Female,No,Laptop,SKU1005,3,Completed,Cash,927.92,463.96,2,Standard,19.12,947.04
2087,61,Female,Yes,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,Standard,25.93,1508.1100000000001
2087,61,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,1976.24,247.03,8,Standard,62.29,2038.53
2088,67,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,2534.49,844.83,3,Standard,40.39,2574.8799999999997
2090,20,Female,No,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,Overnight,17.61,1409.49
2090,20,Female,No,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,Express,42.64,1434.5200000000002
2090,20,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,Express,48.59,6378.110000000001
2091,21,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,3379.32,844.83,4,Standard,31.11,3410.4300000000003
